auteur,texte,commentaires,Date
MindSet🗣️,"Étudiants en colères #UCAD Université DAKAR

Les étudiants en master1 des facultés de sciences juridiques et politiques (Fsjp), faculté des lettres &amp; sciences humaines (Flsh), faculté des sciences &amp; la faculté des sciences économiques &amp; de gestion (Faseg) réclament leurs dus non",,Mon Oct 21 12:53:03 +0000 2024
Minuit-1,L'Université française est vraiment malade.,,Tue Oct 22 09:19:28 +0000 2024
Monica φ 🇨🇵🇵🇸🖤 ❤️ 💚,"a été tué par des frappes aériennes israéliennes à #Gaza. Alnaouq a remporté une bourse pour étudier dans une université australienne, et l’Université de Melbourne était son premier choix.

Au cours de l’année dernière, les étudiants affirment avoir recueilli des preuves des ⬇️",,Tue Oct 22 04:34:24 +0000 2024
Monica φ 🇨🇵🇵🇸🖤 ❤️ 💚,"🇺🇲🇵🇸 🎥 Le groupe étudiant Unimelb for Palestine de l’Université de Melbourne a saisi la Cour pénale internationale pour sa complicité présumée dans la guerre contre #Gaza

Le 20 octobre 2023, un étudiant potentiel de l’Université de Melbourne, Mahmoud Alnaouq⬇️ https://t.co/IKGN7PcZL1",,Tue Oct 22 04:34:24 +0000 2024
NOSM University | Université EMNO,"C’est la première Semaine de la santé rurale du Canada! En partenariat avec plus de 90 communautés, l'Université de l'EMNO est fière d’être un chef de file en soins de santé ruraux. @snewbery1
🔗https://t.co/axnjEfGTsB 
 
#SemaineDeLaSantéRurale https://t.co/TJGxohtPa9",,Mon Oct 21 09:55:13 +0000 2024
NPA 34 - l'Anticapitaliste,"Les @jeunessesnpamtp organisent une réunion publique en présence de @olbesancenot ce mercredi autour de la question :
Quelle place pour la jeunesse dans le mouvement social ?

📍 Mercredi 23 octobre, 18h30, Université Paul Valéry, amphi 5, 6, 7 (bât J)",,Mon Oct 21 10:24:44 +0000 2024
NYAMSI WA KAMERUN WA AFRIKA,"MON 5EME LIVRE SUR LE CAMEROUN EST ARRIVÉ CE MARDI 22 OCTOBRE 2024 À LA MAISON 🏡 ! BIENTÔT, TOURNÉE DÉDICACE INTERNATIONALE ! 
Vous pouvez d'ores et déjà le commander chez Publishroom Factory en France !

@super fans 
Université Libre de l'Afrique des Libertés 
Présidence du https://t.co/DeD8jks5jE",,Tue Oct 22 08:07:16 +0000 2024
Natasqan,"@Corleone040480 Je l’ai connu á l’Université…
Il était déjà con : courte vue, catho dans l’âme et beau parleur 
Et issu d’une famille de nantis richissimes 

Cela a plus à Mme Ockrdnt, semble-t-il 

Niveau des Grosses Têtes",,Mon Oct 21 12:18:46 +0000 2024
Nathalie Oziol,"🔴 Voilà le bilan de 7 ans de Macronie: 

↪️ Une file d’attente interminable d’étudiant•es devant la distribution alimentaire organisée ce lundi par le @scum34 à l’Université Paul Valéry 

Il est temps de mettre en place l’allocation d’autonomie pour les jeunes!",,Tue Oct 22 09:58:38 +0000 2024
Naïl,"Une énième démonstration de l'écart béant entre la communication à outrance de la Présidence de l’Université Lyon 3 et son bilan.

Lyon 3 n'a en attendant tjrs pas mis en place les 30 h de formations à la transition écologique en licence bientot obligatoires...

[#VeilleESR]",,Mon Oct 21 16:11:01 +0000 2024
Nouvelles Nationales d’APTN,"Il y a deux ans depuis la publication d'un rapport de l'Université du Québec à Témiscamingue, qui a révélé que 55 femmes autochtones du Québec avaient subi des stérilisations et des avortements forcés entre 1980 et 2019. https://t.co/2eK2v3U9ms",,Mon Oct 21 21:22:27 +0000 2024
Novastan,"Le premier Forum des universités d’Asie centrale s’est tenu à l’Université du Nouvel-Ouzbékistan à Tachkent. Le nombre d'étudiants dépassant le million en Ouzbékistan, la qualité de l’enseignement et l’entrée sur le marché du travail posent question.

https://t.co/3UhVS2USEw",,Mon Oct 21 16:10:09 +0000 2024
OUAMDANDE SALIFOU,"Le webinaire intitulé « Université virtuelle : opportunité ou échec ? Témoignages » a été marqué par l'intervention de M. OUAMDANDE SALIFOU  , président du Club Scientifique et initiateur de la Communauté Virtuelle du Faso, qui a partagé ses réflexions et son expérience sur l’université virtuelle.
Selon lui, il est primordial pour les étudiants de l’Université Virtuelle du Burkina Faso de rester connectés les uns aux autres afin de prévenir tout risque d’isolement. Il a ainsi démontré que l’université virtuelle constitue une véritable opportunité pour ceux qui s’y investissent pleinement.
Grâce à sa flexibilité, elle offre aux étudiants la possibilité de suivre une formation de qualité tout en conciliant d’autres responsabilités. Toutefois, il a également souligné que l’université virtuelle exige une discipline rigoureuse et une excellente organisation personnelle pour garantir le succes
M. Salifou Haroun Ouamdande   a encouragé les participants en affirmant qu’il est tout à fait envisageable de suivre plusieurs cursus simultanément, à condition de faire preuve de motivation.
Enfin, il a rappelé que la réussite, dans une université virtuelle ou classique, repose avant tout sur la motivation et l’envie d’apprendre.
Cette intervention a permis aux participants de mieux appréhender les défis et les avantages de l’université virtuelle, tout en les invitant à réfléchir sur leur propre engagement dans cette démarche.
SANOU ELISCHAMA, président de la communauté virtuelle de Bobo Dioulasso.",['Commentaires non disponibles'],
Olivier Sourd 🧭,@FerusdeGeo Université d'Afrique du Sud à la sortie Est de Pretoria,,Mon Oct 21 16:01:50 +0000 2024
Open Burkina,"Plus que quelques heures pour le lancement officiel de @citadel_uvbf 
🕝14h30

Lieu : Université virtuelle du Burkina Faso sis à Ouaga 2000, boulevard Mouammar Kadhafi

Possibilité de participer en ligne https://t.co/7UCn9Xfy4C

#ai4dev
 #citadeluvbf https://t.co/1wMfWvuCZm",,Wed Oct 27 12:18:30 +0000 2021
Open Burkina,"Plus que quelques heures pour le lancement officiel de @citadel_uvbf 
🕝14h30

Lieu : Université virtuelle du Burkina Faso sis à Ouaga 2000, boulevard Mouammar Kadhafi

Possibilité de participer en ligne https://t.co/7UCn9Xfy4C

#ai4dev
 #citadeluvbf https://t.co/1wMfWvuCZm",,Wed Oct 27 12:18:30 +0000 2021
Open Burkina,"Plus que quelques heures pour le lancement officiel de @citadel_uvbf 
🕝14h30

Lieu : Université virtuelle du Burkina Faso sis à Ouaga 2000, boulevard Mouammar Kadhafi

Possibilité de participer en ligne https://t.co/7UCn9Xfy4C

#ai4dev
 #citadeluvbf https://t.co/1wMfWvuCZm",,Wed Oct 27 12:18:30 +0000 2021
Open Burkina,"Plus que quelques heures pour le lancement officiel de @citadel_uvbf 
🕝14h30

Lieu : Université virtuelle du Burkina Faso sis à Ouaga 2000, boulevard Mouammar Kadhafi

Possibilité de participer en ligne https://t.co/7UCn9Xfy4C

#ai4dev
 #citadeluvbf https://t.co/1wMfWvuCZm",,Wed Oct 27 12:18:30 +0000 2021
Open Burkina,"🌍Dans le cadre de la Semaine Africaine de l'Ingénierie 2024, avec le soutien de l'UNESCO et en collaboration avec l'Université Virtuelle du Burkina Faso et @citadel_uvbf, nous organisons une série d'ateliers du 19 au 21 sep à ISGE-BF. #SemaineIngénierie
 https://t.co/VpwtcMjsC0 https://t.co/z5coXEUAcP",,Thu Sep 19 23:56:13 +0000 2024
Open Burkina,"🌍Dans le cadre de la Semaine Africaine de l'Ingénierie 2024, avec le soutien de l'UNESCO et en collaboration avec l'Université Virtuelle du Burkina Faso et @citadel_uvbf, nous organisons une série d'ateliers du 19 au 21 sep à ISGE-BF. #SemaineIngénierie
 https://t.co/VpwtcMjsC0 https://t.co/z5coXEUAcP",,Thu Sep 19 23:56:13 +0000 2024
Open Burkina,"🌍Dans le cadre de la Semaine Africaine de l'Ingénierie 2024, avec le soutien de l'UNESCO et en collaboration avec l'Université Virtuelle du Burkina Faso et @citadel_uvbf, nous organisons une série d'ateliers du 19 au 21 sep à ISGE-BF. #SemaineIngénierie
 https://t.co/VpwtcMjsC0 https://t.co/z5coXEUAcP",,Thu Sep 19 23:56:13 +0000 2024
Open Burkina,"🌍Dans le cadre de la Semaine Africaine de l'Ingénierie 2024, avec le soutien de l'UNESCO et en collaboration avec l'Université Virtuelle du Burkina Faso et @citadel_uvbf, nous organisons une série d'ateliers du 19 au 21 sep à ISGE-BF. #SemaineIngénierie
 https://t.co/VpwtcMjsC0 https://t.co/z5coXEUAcP",,Thu Sep 19 23:56:13 +0000 2024
Opportunités Madagascar,"Bourse de l'Université Shanghai Jiaotong 2025-26 en Chine (Entièrement financée) #OMG #Madagascar #Opportunités 
https://t.co/FhgHrCmF2E",,Tue Oct 22 09:03:59 +0000 2024
Orange actu Madagascar,"La place des jeunes filles et des femmes dans le système éducatif, de l'école primaire à l'université, sera au cœur d'une table ronde organisée par le Pr. Lova Randriatavy, professeure de Droit public à l'Université d'Antananarivo. En savoir plus: https://t.co/DgbdNzW3rg https://t.co/1Ckt8p6MJZ",,Tue Oct 22 06:53:56 +0000 2024
"Organisation des Nations unies pour l'éducation, la science et la culture","𝐒𝐞𝐦𝐚𝐢𝐧𝐞 𝐀𝐟𝐫𝐢𝐜𝐚𝐢𝐧𝐞 𝐝𝐞 𝐥’𝐈𝐧𝐠𝐞́𝐧𝐢𝐞𝐫𝐢𝐞 𝟐𝟎𝟐𝟒 – 𝐫𝐞́𝐜𝐚𝐩𝐢𝐭𝐮𝐥𝐚𝐭𝐢𝐟 𝐝𝐮 𝐩𝐫𝐨𝐠𝐫𝐚𝐦𝐦𝐞 𝐝𝐮 𝐉𝐨𝐮𝐫 𝟐. 
Une journée riche en savoirs et en découvertes.  La suite des conférences.
 Conférence 3 : On the convergence rate of a stable neural Stochastic differential equations with swarm intelligence.
M. Bazie Ywo Josué a présenté les équations différentielles stochastiques et de l’intelligence collective, montrant comment elles révolutionnent l'intelligence artificielle.
Conférence 4 : L'IA au Service de l'Éducation en Afrique : Réinventer l'éducation grâce à l'IA : Nouvelles méthodes d'apprentissage et visions d'avenir
Dr. Rodrique Kafando a montré comment l'Intelligence artificielle transforme les systèmes éducatifs africains, offrant de nouvelles approches d'apprentissage et ouvrant des perspectives prometteuses pour l'avenir de l'éducation sur le continent.
Conférence 5 : La Computer Vision à l'aide de YOLO.
 M. Coulibaly Adama a présenté les puissantes capacités de YOLO (You Only Look Once), une méthode révolutionnaire en Computer Vision.
Workshop : Création de prompts efficaces avec les LLM (Large Language Models)
Animé par M. Kiebré, les participants ont appris à  créer des prompts précis et performants.
Cc Organisation des Nations unies pour l'éducation, la science et la culture Citadel-uvbf Université Virtuelle du Burkina Faso - UVBF ISGE BF - Institut Supérieur de Génie Électrique du Burkina Faso 
#SemaineAfricaineDeLIngénierie #IA #Éducation #ComputerVision #SwarmIntelligence #YOLO #AI #LLM #FormationAI #Innovation #Afrique #UVBF #UNESCO .",,
P'tit Louis (arc turbo monarchiste ),l'Université,,Mon Oct 21 22:44:11 +0000 2024
PY,"Université de Lorraine, D.U. Droit et responsabilités des professions paramédicales, module 1, jour 2, public clairsemé mais attentif 😎 https://t.co/qhTEOMERLH",,Tue Oct 22 06:50:55 +0000 2024
Philippe Rygiel,"Aujourd'hui au séminaire l'expérience migrante, 22/ x/2024 Antoine Burgard (Université de Manchester), ""Qui est un enfant ? Déterminer l'âge aux
frontières, Royaume-Uni et France, de la fin de la Grande Guerre à nos jours"", discutante Manuela Martini
(Université Lumière Lyon 2)",,Tue Oct 22 07:55:55 +0000 2024
Polytech Montpellier,"Jeudi dernier, c'était le Forum Emploi Université à Triolet, avec plus de 1️⃣5️⃣0️⃣ entreprises présentes pour près de 2️⃣6️⃣0️⃣0️⃣ étudiants.

Une journée dense mais riche en opportunités, qui a permis aux élèves, diplômés et entreprises de se rencontrer!

🙏 @SCUIOIP_UM, @umontpellier https://t.co/mhZhmIYskn",,Mon Oct 21 08:39:40 +0000 2024
Poub,"Je vous invite fortement à aller dans l'Université de Bourgogne, vous verrez qu'il n'y a aucune laïcité et que la propagande LFIste est très forte.

Je peux vous donner des noms d'enseignants, d'étudiants gérants d'associations... J'ai tout ce qu'il vous faut, M. Rebsamen.",,Mon Oct 21 20:11:57 +0000 2024
Pr Alkassoum Maïga,"Accompagné de mon collègue de l’économie et des finances, j’ai effectué une visite sur le site du siège de l’Université Virtuelle du Burkina Faso afin de  
Constater l’état d’avancement des travaux.
Félicitations à tous les acteurs impliqués dans la réalisation de l’ouvrage https://t.co/LJnoEfZoLH",,Wed Feb 10 17:39:19 +0000 2021
Pr Idrissou Alioum,"Le Campus de Ouro-Tchédé de #UMa servira du 21 au 23 octobre 2024, de cadre pour le relai du Salon de Promotion des Études Françaises (SAPEF, Maroua 2024) via l’Association pour l’Intégration des Étudiants en France (AIEF).Parmi les acteurs présents, figure l’Université de Garoua https://t.co/PjM6PMc3kj",,Tue Oct 22 06:38:46 +0000 2024
Presse-citron,Mais où trouver l'amour en 2024 ? Cette nouvelle étude de l'Université de Stanford a la réponse : sur Internet ! ➡️ https://t.co/ZCxfWidPvU https://t.co/H69I4QK41Z,,Mon Oct 21 12:17:11 +0000 2024
Prismatic The Second,@DAHistUrbaine Croisé à l’Université de Nanterre : un étudiant en tee-shirt Che Guevara faisant un mémoire sur le fascisme systémique en France. On ne voit vraiment pas ce qui pourrait mal se passer.,,Tue Oct 22 07:05:48 +0000 2024
Prof. LU,"@F_N_N Tu es un spécialiste de la philosophie des villes, PhD en ce domaine, disciple de Peemans, Université Catholique de Louvain @UCLouvain_be. Je te crois Professeur !",,Mon Oct 21 19:43:13 +0000 2024
Prysmian FR,"Soirée Prysmian x InfraNum 
La soirée d'ouverture Prysmian, désormais incontournable avant le salon #UTNT (Université de la Transition Numérique des Territoires), a encore fait sensation cette année à #Strasbourg ! 
Un beau moment de convivialité et d'échanges avec nos clients ! https://t.co/uTFEU7nmUg",,Mon Oct 21 10:05:08 +0000 2024
Psychologiecliniqueetsanté,"🌍💚 L’Université de Fribourg a organisé une formation pionnière en écopsychologie, explorant les liens entre nature et bien-être mental !

Félicitations à Dahlila Spagnuolo et Ilse Geusens pour l'animation de cette journée atelier pratique!

Informations 🔽🔽🔽
#Écopsychologie https://t.co/TOs18Ag0vW",,Tue Oct 22 07:39:36 +0000 2024
QCGN,"#DroitsLinguistiques 🚸 Saviez-vous que ? Une étude récente du Neuro de l'Université McGill montre que l'apprentissage d'une deuxième langue tôt dans la vie augmente la connectivité cérébrale et améliore les fonctions cognitives - plus tôt, mieux c'est ! 
https://t.co/APN4O8TKhn",,Mon Oct 21 22:05:14 +0000 2024
RDLF,"[Colloque] ""Le blasphème en procès. De l’arène publique au prétoire"", 14-15 novembre 2024 – Université de Bourgogne (Dijon), ANR Libex – Centre Innovation et droit (Dijon) – Centre de Recherche en Droit Antoine Favre (Chambéry) https://t.co/WcgLp6UzQq",,Mon Oct 21 12:49:24 +0000 2024
REFAD,"L’inclusion pédagogique : pistes de réflexion et stratégies pour soutenir l’apprentissage de toutes et tous.

📅 30 octobre 2024
🕛 12h à 13h (HNE)
👩‍🏫 Avec Maryse Sullivan et Jean-Pascal Beaudoin de l’Université d’Ottawa.

📌 Inscrivez-vous dès maintenant https://t.co/Jsd3q690i9 https://t.co/OnpXabRJna",,Mon Oct 21 16:30:00 +0000 2024
RJ-SCF Ile-de-France,Vous vous questionnez sur le champs des possibles après des études en chimie ? Venez échanger dans une ambiance ludique avec des professionnels de divers secteurs de la chimie le 13 Nov 2024 à Sorbonne Université (Jussieu). Les places sont limitées à 70 ! https://t.co/gUnu8zSU0w https://t.co/T2M4eoT9XT,,Tue Oct 22 08:38:52 +0000 2024
RSC // SRC,"Daniel Weinstock (@mcgillu, @mcgill_VPRI) est titulaire de la chaire Katharine A. Pearson sur la société civile et les politiques publiques à l’Université McGill. #rscBRAVOsrc #MembredelaSRC https://t.co/spmoPiqwEs",,Mon Oct 21 19:00:00 +0000 2024
Radio Tunisie,Greffier général adjoint de l’Université de base : Le manque de personnel enseignant a été résolu par le ministère de l’Éducation avec des solutions « patchwork ». https://t.co/I5IJCkC55W,,Tue Oct 22 09:29:00 +0000 2024
